type,year,month_name,month_num,month_end,town,gross,gross_count,retail,retail_count,use,use_count,past_gross,past_gross_count,past_retail,past_retail_count,past_use,past_use_count,update,time_frame
Meals and Rooms,2018,May,5,2018-05-31,WILLISTON,79652238.06,231,35765745.49,218,2102600.5000000005,84,69497635.12,217,32248710.63,201,1497882.8333333337,88,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,WILMINGTON,3311043.01,34,971746.52,33,0.0,0,3249493.53,30,1595253.51,30,0.0,0,Final,Monthly
Meals and Rooms,2018,May,5,2018-05-31,WINOOSKI,10979236.89,49,1705974.19,42,0.0,0,17941123.02,49,1551199.67,42,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,ARLINGTON,13360568.87,18,484843.95,17,0.0,0,12734837.2,18,471245.21,16,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,BRATTLEBORO,41518807.58,193,7972511.44,181,641081.8333333336,56,43308256.16,195,8072011.23,178,684705.9999999997,61,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,BRIDGEWATER,479959.86,10,193394.26,10,0.0,0,362972.49,10,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,BRISTOL,4776470.25,38,1572130.87,37,0.0,0,4425086.97,29,1494067.39,29,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,BURKE,1067685.77,14,671473.84,14,0.0,0,999020.57,17,649719.94,17,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,BURLINGTON,73078697.76,321,20017825.79,304,495048.16666666657,66,98014055.15,323,20168195.19,302,596584.6666666666,81,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,CASTLETON,4271289.02,42,1247669.18,38,0.0,0,7856321.9,41,1276722.39,38,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,CHARLOTTE,1447686.29,19,731123.53,16,0.0,0,1355053.13,21,691548.63,17,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,COLCHESTER,125926079.71,137,29739254.42,125,995282.6666666671,41,129385421.81,132,28603628.22,120,1569027.4999999967,37,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,DANBY,0.0,0,0.0,0,0.0,0,2095711.06,10,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,DERBY,23282471.34,62,8335499.06,61,83063.50000000001,27,18808082.78,56,7301237.99,55,83878.99999999991,25,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,EAST MONTPELIER,6043930.61,25,1973443.93,24,0.0,0,4000657.55,26,1531078.9,24,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,FAIR HAVEN,6349508.45,34,1424749.09,33,0.0,0,5789574.38,32,1397255.62,31,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,FAIRLEE,1426623.41,18,482824.26,17,0.0,0,1315777.55,18,452477.77,16,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,HARTFORD,28464061.49,122,6927043.97,113,119090.33333333337,38,27628488.32,113,6923243.62,104,129429.00000000003,38,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,HARTLAND,1549205.52,16,611950.53,16,0.0,0,1269024.69,14,504719.09,14,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,HIGHGATE,1656023.3,14,624937.59,14,0.0,0,1614759.93,15,606694.57,15,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,KILLINGTON,4794281.75,26,4329754.06,23,0.0,0,3928905.41,26,3297023.23,23,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,MIDDLEBURY,34184358.52,123,9395028.98,122,141490.8333333333,36,31423853.43,111,9100952.73,111,160936.16666666677,33,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,PITTSFORD,2617664.38,20,711179.32,20,0.0,0,2341180.5,18,701743.67,18,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,PLAINFIELD,301383.65,10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,POWNAL,763680.77,11,0.0,0,0.0,0,753633.1,11,450319.72,10,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,PUTNEY,910838.62,18,264911.34,15,0.0,0,803695.68,17,246099.47,14,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,RICHMOND,8530330.01,26,2936364.38,25,0.0,0,8412222.01,25,2342299.45,24,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,ROYALTON,6710104.65,26,1365903.35,25,0.0,0,4591675.27,22,1207867.69,20,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,RUTLAND,43519960.66,231,14636870.49,224,581085.5000000003,57,39893025.78,232,14628344.71,227,798993.3333333337,66,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,SHAFTSBURY,10450766.87,13,652105.72,11,0.0,0,4971952.32,10,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,SOUTH BURLINGTON,144052558.97,320,28999207.65,303,2359340.0,131,142716386.78,321,27665766.59,300,1068946.6666666667,143,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,SPRINGFIELD,10326638.99,67,4313441.9,66,127426.66666666666,23,10535465.22,67,4371475.28,66,141248.3333333334,22,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,ST ALBANS TOWN,20752170.5,36,6527124.45,34,47485.83333333338,15,20252761.13,41,6135605.4,38,84909.33333333334,16,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,THETFORD,1400369.97,21,640812.42,20,0.0,0,1192037.12,21,483601.04,20,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,UNDERHILL,1141580.1,10,201589.11,10,0.0,0,0.0,0,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,VERGENNES,18640444.87,42,1818824.99,39,1611973.666666663,14,17083955.4,38,1771512.46,35,335667.833333333,13,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,VERNON,1168896.26,11,295656.09,10,0.0,0,0.0,0,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,WARREN,946363.24,24,471934.79,22,0.0,0,823694.55,19,471374.5,17,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,WEST RUTLAND,3522358.14,22,892890.42,20,0.0,0,3547503.27,23,904181.3,21,0.0,0,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,WILLISTON,84031141.1,227,37008899.11,215,1631436.9999999995,84,76580269.5,221,33945264.45,204,1676906.0000000002,85,Final,Monthly
Meals and Rooms,2018,Jun,6,2018-06-30,WOODSTOCK,5391335.4,56,1657116.36,53,181184.99999999994,14,5499495.34,54,1776914.87,51,137712.66666666666,14,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,ALBURGH,1631399.92,17,547389.34,17,0.0,0,1392709.73,16,484911.17,16,0.0,0,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,BARRE,41400740.41,162,10423634.42,156,136851.1666666666,35,42600500.41,159,9862283.56,152,339174.3333333331,36,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,BERLIN,17577054.31,54,5914620.01,52,133834.33333333337,28,15624363.76,51,5501618.67,49,104490.49999999999,30,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,BRANDON,6909878.61,45,1180733.14,42,0.0,0,8054416.33,42,1294637.33,40,0.0,0,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,BURKE,1002455.25,14,487869.28,14,0.0,0,800135.35,15,408291.45,15,0.0,0,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,CAMBRIDGE,5491189.78,39,1894550.76,38,0.0,0,5086749.18,34,1699926.31,34,0.0,0,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,DERBY,20241777.17,63,7740392.11,62,96087.50000000006,28,17716923.82,57,7147325.27,57,77695.50000000001,26,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,ENOSBURG,5620589.12,38,1716272.25,36,0.0,0,5961168.76,37,1594998.17,36,0.0,0,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,FAIR HAVEN,6370725.17,33,1411208.65,32,0.0,0,5659991.86,33,1291524.48,31,0.0,0,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,FAIRFAX,2639557.89,21,1240071.25,21,0.0,0,2579521.8,21,1184904.99,20,0.0,0,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,FERRISBURGH,2500991.62,17,1083524.23,17,0.0,0,2234293.47,16,1074540.06,16,0.0,0,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,GEORGIA,2233986.11,16,691208.52,16,0.0,0,1804607.69,15,542241.72,14,0.0,0,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,GRAND ISLE,421844.01,10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,HINESBURG,4953494.23,33,1442916.67,31,0.0,0,8273666.64,29,1268656.62,24,0.0,0,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,JOHNSON,9150239.3,26,2476743.44,25,0.0,0,9406993.55,31,3047515.98,30,0.0,0,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,MANCHESTER,30595332.49,143,10280091.81,139,285381.1666666666,29,31296252.74,144,8633374.86,135,201252.5,30,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,MILTON,11274391.15,68,3459085.73,65,16460.166666666675,17,14783114.64,64,3514680.15,60,46962.166666666635,16,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,NEW HAVEN,10161186.4,26,634783.15,25,0.0,0,10054051.8,28,768519.72,26,0.0,0,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,NEWPORT,15599869.46,88,3751762.96,85,39397.166666666664,27,15592287.2,84,3454084.47,82,53016.66666666669,22,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,NORTHFIELD,4161921.63,40,1094824.03,38,0.0,0,3854945.07,38,1043418.48,37,0.0,0,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,POULTNEY,2225512.77,30,742733.36,29,0.0,0,2306401.21,32,738309.47,28,0.0,0,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,PUTNEY,1069712.66,18,290141.74,16,0.0,0,1028053.5,18,286497.81,14,0.0,0,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,RICHMOND,7068767.48,29,2428151.65,29,0.0,0,7115325.58,24,2516753.5,22,0.0,0,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,ROCHESTER,1734623.43,13,377484.65,13,0.0,0,1439830.6,14,257685.12,14,0.0,0,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,ROYALTON,5225530.09,24,1184417.33,22,0.0,0,3872959.26,21,1164005.91,18,0.0,0,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,RUTLAND TOWN,18826274.04,65,10476343.98,62,1048028.166666666,22,24442607.12,71,10323506.54,68,579481.0000000003,29,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,ST ALBANS TOWN,18554495.79,36,5614580.24,34,75827.0,15,18967282.56,40,5593767.11,37,68918.99999999996,17,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,SWANTON,13918407.02,51,2764544.35,50,0.0,0,10662205.47,48,2945256.69,48,20130.166666666675,11,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,THETFORD,1166027.09,21,533442.32,20,0.0,0,1099426.46,20,485118.39,20,0.0,0,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,UNDERHILL,2775183.23,11,242201.07,11,0.0,0,0.0,0,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,WARREN,1217317.4,23,628744.46,21,0.0,0,977967.79,19,554598.78,17,0.0,0,Final,Monthly
Meals and Rooms,2018,Jul,7,2018-07-31,WILLIAMSTOWN,1407360.29,12,385258.45,12,0.0,0,1251564.65,13,414450.15,12,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,ALBURGH,1533458.18,18,510659.24,18,0.0,0,1358534.83,16,462548.14,15,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,BENNINGTON,42263238.66,178,11595075.64,172,122793.3333333333,49,34957856.18,184,11611942.32,177,178119.66666666674,47,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,BERLIN,19385505.61,52,6550903.13,51,148395.1666666667,26,17866529.47,51,6041020.88,49,67289.50000000007,26,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,BETHEL,3677633.95,23,415975.15,18,0.0,0,1434260.48,21,453947.13,21,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,BRADFORD,8164891.8,30,1937079.64,28,79194.1666666667,16,7058904.88,29,1938202.15,26,78441.33333333337,15,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,BRIDGEWATER,485934.05,12,207706.58,12,0.0,0,535108.59,10,250921.67,10,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,BURKE,924543.85,16,468417.05,16,0.0,0,926402.91,17,504186.5,17,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,CHARLOTTE,1618254.0,20,501420.74,17,0.0,0,1155727.26,21,499341.24,18,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,EAST MONTPELIER,5882193.1,25,1447324.41,22,66992.6666666666,10,5143491.95,26,1330758.92,25,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,ESSEX,40510870.48,165,12315931.41,159,197583.33333333337,44,47704752.24,164,11657244.68,155,323984.1666666666,43,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,FAIRFAX,2634852.59,20,1206424.37,20,0.0,0,2547321.24,22,1143265.44,20,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,FERRISBURGH,2281569.4,16,906685.12,16,0.0,0,2261378.86,16,1026499.8,16,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,HARDWICK,9100171.08,37,1534667.79,36,0.0,0,8188982.93,36,1379453.75,33,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,JERICHO,2388157.54,21,797437.9,20,0.0,0,2219239.07,17,754956.15,17,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,JOHNSON,10179535.09,27,2768671.02,26,0.0,0,10167482.54,28,3565788.08,27,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,LONDONDERRY,3507299.46,25,1099224.57,24,0.0,0,3296218.51,25,1068875.88,23,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,LUDLOW,7051572.05,35,3672480.85,35,0.0,0,6851389.27,34,3505949.06,34,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,MONTPELIER,14966775.4,99,5489432.64,97,104186.66666666673,26,15232741.92,97,5412062.83,93,184503.16666666634,24,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,NORTHFIELD,5068628.91,39,1699776.67,36,0.0,0,4948512.57,39,1558721.16,37,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,NORWICH,6883181.49,17,789146.3,17,0.0,0,7380467.3,19,686537.35,18,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,PAWLET,736452.89,10,0.0,0,0.0,0,749917.21,10,299383.58,10,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,RUTLAND,44518701.68,230,15013640.4,224,739908.3333333335,64,40157729.06,229,14257239.16,224,584266.3333333337,64,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,RUTLAND TOWN,20037995.56,65,10130168.64,62,1606331.6666666633,22,25548585.8,71,9824990.61,68,664328.4999999997,29,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,SHAFTSBURY,9967491.02,13,675811.35,11,0.0,0,5399564.85,10,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,SHELBURNE,22036731.62,86,4679091.16,82,59546.333333333365,15,14664086.15,83,4716740.92,80,15638.833333333338,14,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,THETFORD,1710875.78,19,720961.11,19,0.0,0,1798694.76,19,649151.14,19,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,VERNON,1747567.44,11,630969.23,10,0.0,0,0.0,0,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,WAITSFIELD,9684861.49,64,3646889.44,61,109424.33333333334,10,9314513.22,62,3765519.88,60,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,WARREN,1508024.58,23,925990.01,21,0.0,0,1198032.09,18,728631.96,16,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,WEATHERSFIELD,1815293.86,14,392519.55,13,0.0,0,1046589.46,12,266182.88,11,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,WESTMINSTER,2265660.33,22,466501.2,21,0.0,0,2091768.53,20,513515.12,18,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,WHITINGHAM,310784.55,10,111764.68,10,0.0,0,0.0,0,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,WINDSOR,2649050.78,35,923877.88,33,50366.333333333365,10,3311395.61,30,873578.18,29,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,WOLCOTT,0.0,0,0.0,0,0.0,0,624995.46,11,142398.42,10,0.0,0,Final,Monthly
Meals and Rooms,2018,Aug,8,2018-08-31,WOODSTOCK,5987109.2,57,1896691.95,54,101578.49999999999,14,6027986.14,54,1793728.53,50,126962.3333333333,12,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,ALBURGH,1319105.0,18,413803.73,17,0.0,0,1212993.79,16,394269.2,15,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,BARRE,45006004.83,159,10823492.2,152,484103.4999999996,35,45464744.22,159,10955034.63,151,351937.8333333329,37,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,BARTON,17442346.9,36,1327055.51,31,38332.83333333331,12,15525064.37,36,1345884.13,32,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,BENNINGTON,39222588.15,176,11062090.78,167,320965.99999999965,46,33026888.01,184,11430807.07,177,195481.16666666672,49,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,BRADFORD,7894355.08,29,1838407.88,27,123262.5,15,7387123.9,29,1880505.88,27,75341.50000000006,15,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,BRANDON,6624193.73,47,1318266.35,44,0.0,0,7623447.04,42,1185736.2,39,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,BURLINGTON,69264806.57,328,18383351.72,309,625165.5000000003,70,69671719.71,314,19182798.53,292,609834.1666666666,76,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,CASTLETON,4268528.38,43,1047726.4,39,0.0,0,8959815.4,41,1149026.61,37,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,CRAFTSBURY,619799.4,12,380882.69,12,0.0,0,510440.28,12,219498.99,11,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,DERBY,19667048.92,62,7365276.02,61,96196.49999999997,28,17349672.56,57,7312334.46,57,86030.16666666669,28,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,DOVER,1136272.32,27,903426.78,26,0.0,0,1417398.01,24,989269.87,22,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,ENOSBURG,5436069.87,37,1632614.48,36,0.0,0,6183640.38,38,1555899.16,37,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,HARTFORD,30503945.49,124,7145449.02,112,127726.0,41,29869579.48,117,6690240.35,107,89227.6666666667,37,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,HINESBURG,4739021.38,31,1273635.66,28,0.0,0,8325862.51,29,1320139.69,26,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,HYDE PARK,2629824.19,20,272947.56,18,0.0,0,2618917.65,22,343023.85,21,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,JAMAICA,1342817.63,15,351833.34,14,0.0,0,860953.67,13,342103.08,13,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,LONDONDERRY,3809786.69,24,1249328.68,23,0.0,0,2889872.14,24,1083822.74,22,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,LUDLOW,5793813.86,37,3052569.62,37,0.0,0,6044490.04,35,3131456.81,35,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,MORRISTOWN,22140894.85,92,6492526.23,90,217581.16666666677,32,22082146.5,91,6552275.44,90,248144.1666666666,33,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,NEWBURY,2960555.09,14,231942.74,13,0.0,0,2951995.39,14,190158.55,13,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,NORTHFIELD,5910529.43,36,1677075.25,35,0.0,0,5599389.46,37,1347190.78,36,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,PAWLET,0.0,0,0.0,0,0.0,0,831820.13,10,309341.75,10,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,PITTSFORD,2479469.67,20,703849.57,20,0.0,0,2267517.27,19,681900.05,19,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,POULTNEY,1983155.98,30,664165.34,28,0.0,0,2048125.6,30,687579.94,29,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,ROYALTON,4044602.07,25,1080719.57,24,0.0,0,5050209.46,22,1074274.01,21,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,SHELBURNE,19162815.23,89,4391795.52,85,40056.83333333336,14,14349884.36,87,4286650.31,82,79052.16666666667,13,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,SOUTH BURLINGTON,119819810.29,325,27696508.17,306,1702972.333333333,123,139086376.87,323,27455143.21,299,1158352.333333333,133,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,SPRINGFIELD,10368581.93,68,4338823.22,67,106959.8333333333,22,10320748.96,64,4267862.1,63,200399.0,24,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,ST ALBANS,57283207.0,106,4911308.92,104,253570.3333333336,25,51736689.97,97,4437777.12,94,144917.83333333337,24,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,THETFORD,1049083.32,20,462906.78,20,0.0,0,1115998.07,23,441200.45,21,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,TROY,0.0,0,0.0,0,0.0,0,1433181.77,10,380822.58,10,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,WARREN,2477587.95,23,1938490.51,21,0.0,0,2252258.52,21,1858291.65,19,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,WATERFORD,1215760.15,10,0.0,0,0.0,0,1832405.31,12,278736.93,11,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,WEST RUTLAND,3674438.23,21,869262.99,20,0.0,0,3465686.26,22,785945.79,20,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,WESTMINSTER,1909589.57,21,473095.51,20,0.0,0,1772125.05,20,393717.31,19,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,WOLCOTT,0.0,0,0.0,0,0.0,0,584804.42,11,0.0,0,0.0,0,Final,Monthly
Meals and Rooms,2018,Sep,9,2018-09-30,WOODSTOCK,5849896.7,59,1688825.07,56,81658.16666666667,13,6003010.13,53,1691642.87,51,264873.5,10,Final,Monthly
Meals and Rooms,2018,Oct,10,2018-10-31,ALBURGH,1177930.84,16,321721.24,16,0.0,0,1077109.47,14,311366.1,13,0.0,0,Final,Monthly
Meals and Rooms,2018,Oct,10,2018-10-31,BARRE TOWN,9666845.49,28,1153788.24,27,0.0,0,9429813.95,27,1192044.9,26,0.0,0,Final,Monthly
Meals and Rooms,2018,Oct,10,2018-10-31,BARTON,20832002.81,35,1353072.89,30,47111.00000000007,10,15602582.93,34,1190921.94,30,12861.999999999998,10,Final,Monthly
Meals and Rooms,2018,Oct,10,2018-10-31,BENNINGTON,42462692.24,171,12106858.99,163,162557.16666666657,45,33359380.98,184,11854337.84,178,206201.1666666667,50,Final,Monthly
Meals and Rooms,2018,Oct,10,2018-10-31,BRADFORD,8348889.98,26,1822933.51,24,55898.33333333329,17,7172713.78,28,1691320.71,26,135018.00000000006,15,Final,Monthly
Meals and Rooms,2018,Oct,10,2018-10-31,BURLINGTON,72406966.12,318,18574733.28,301,559963.833333333,63,65496038.73,305,17288217.35,289,593129.833333333,72,Final,Monthly
Meals and Rooms,2018,Oct,10,2018-10-31,CHARLOTTE,1449968.69,21,522746.87,18,0.0,0,1405266.82,21,463937.92,19,0.0,0,Final,Monthly
Meals and Rooms,2018,Oct,10,2018-10-31,COLCHESTER,120964701.8,133,27257496.02,122,793468.3333333338,43,116662525.27,126,26453639.19,116,612899.1666666666,37,Final,Monthly
Meals and Rooms,2018,Oct,10,2018-10-31,CRAFTSBURY,543769.02,12,268622.91,12,0.0,0,481512.17,12,206482.32,11,0.0,0,Final,Monthly
Meals and Rooms,2018,Oct,10,2018-10-31,DERBY,22090647.76,63,8222163.76,61,112225.0,28,19980407.32,57,7876305.82,54,112265.5,28,Final,Monthly
Meals and Rooms,2018,Oct,10,2018-10-31,DORSET,1661202.95,24,606964.4,22,0.0,0,1418696.93,24,476352.17,23,0.0,0,Final,Monthly
Meals and Rooms,2018,Oct,10,2018-10-31,FAIRLEE,1220103.79,17,243194.22,15,0.0,0,1105014.1,17,289727.23,15,0.0,0,Final,Monthly
Meals and Rooms,2018,Oct,10,2018-10-31,GEORGIA,2193945.39,16,636925.52,16,0.0,0,2038652.57,14,662274.53,14,0.0,0,Final,Monthly
Meals and Rooms,2018,Oct,10,2018-10-31,HARTLAND,1653975.87,14,533688.9,14,0.0,0,1244593.25,14,416308.43,14,0.0,0,Final,Monthly
Meals and Rooms,2018,Oct,10,2018-10-31,HIGHGATE,1852899.4,13,545851.76,12,0.0,0,1548353.53,14,586666.16,14,0.0,0,Final,Monthly
Meals and Rooms,2018,Oct,10,2018-10-31,HINESBURG,5321562.66,32,1505254.14,28,0.0,0,8024641.85,29,1317025.88,24,0.0,0,Final,Monthly
Meals and Rooms,2018,Oct,10,2018-10-31,IRASBURG,2438385.31,11,0.0,0,0.0,0,531565.57,10,0.0,0,0.0,0,Final,Monthly
