type,year,month_name,month_num,month_end,town,gross,gross_count,retail,retail_count,use,use_count,past_gross,past_gross_count,past_retail,past_retail_count,past_use,past_use_count,update,time_frame
Sales and Use,2019,Sep,9,2019-09-30,BURLINGTON,226886570.93,604,63278581.17,531,1750117.3333333335,115,228173696.56,617,61863061.33,543,1998530.833333334,125,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,CABOT,253201095.8,22,702373.76,18,0.0,0,216951781.02,22,673125.62,17,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,CALAIS,526313.66,15,158620.67,12,0.0,0,572443.22,11,0.0,0,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,CAMBRIDGE,18259379.46,72,6251643.86,64,118258.33333333333,13,17612317.76,73,5998885.11,70,248603.3333333334,11,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,CASTLETON,17382263.33,64,6664906.33,61,0.0,0,17668402.27,62,6561486.85,58,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,CAVENDISH,1833325.51,16,315156.54,15,0.0,0,1947588.29,15,316912.43,15,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,CHARLESTON,510611.12,11,0.0,0,0.0,0,435752.44,10,0.0,0,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,CORNWALL,718093.05,12,0.0,0,0.0,0,803367.8,10,0.0,0,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,COVENTRY,0.0,0,0.0,0,0.0,0,3589583.33,11,0.0,0,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,DANVILLE,5135936.98,40,2720686.78,33,0.0,0,3798742.7,41,2624794.48,36,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,DORSET,7340576.66,51,2599419.61,43,0.0,0,7214949.26,55,2391198.1,48,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,DOVER,3760424.02,40,1913955.65,37,0.0,0,3864622.41,41,2346902.19,37,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,DUXBURY,638067.9,13,320654.0,12,0.0,0,571891.14,13,294513.28,11,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,EAST MONTPELIER,13676111.02,40,4469562.02,36,215717.0,10,16496880.05,39,4575444.77,34,268198.83333333326,12,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,EDEN,1343416.17,12,471021.79,11,0.0,0,1261551.72,15,452985.72,13,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,FAIRFIELD,2110175.47,19,403265.92,16,0.0,0,2323920.65,20,455903.37,17,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,GEORGIA,3660245.07,26,1751303.91,25,0.0,0,3540824.84,24,1657929.81,22,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,GLOVER,378930.89,10,298462.4,10,0.0,0,0.0,0,0.0,0,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,GUILFORD,1035821.92,24,393579.79,20,0.0,0,913746.0,24,445820.61,19,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,HARTLAND,3973203.25,37,1559748.72,33,63554.66666666664,10,4372585.02,38,1324554.64,32,87234.99999999993,10,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,KILLINGTON,9471039.79,46,6912131.06,42,0.0,0,8134349.9,43,6173398.88,41,4071315.8333333335,11,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,LONDONDERRY,10819595.02,39,3975761.78,32,0.0,0,11153952.37,38,3526440.88,34,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,MONTGOMERY,3131517.67,21,595254.17,20,0.0,0,2471892.24,17,610001.93,16,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,MORETOWN,2120186.56,22,594074.08,20,0.0,0,1949030.33,20,539893.06,17,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,MORRISTOWN,70513531.97,146,21625681.06,134,498238.83333333343,43,63524396.18,142,20035091.11,134,793223.0000000006,51,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,NEW HAVEN,33381599.03,46,2276938.69,38,0.0,0,29534079.48,43,1998736.15,39,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,NEWFANE,3039929.85,18,2275124.46,18,0.0,0,3050473.22,18,2191276.52,16,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,NORTH HERO,2418321.54,19,735091.14,17,0.0,0,2414654.83,20,770235.96,17,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,NORTHFIELD,17269170.49,53,4346315.6,50,0.0,0,15462970.43,56,4537119.56,53,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,NORWICH,26406766.35,41,3322322.54,37,88059.00000000004,14,20262994.37,43,2994024.87,36,131039.00000000006,18,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,PAWLET,2587772.27,30,793942.86,27,0.0,0,2826746.81,25,863166.52,22,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,PITTSFORD,11286908.1,50,2753003.38,46,0.0,0,10006353.44,46,2613455.63,45,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,PLAINFIELD,1444550.68,17,343026.01,13,0.0,0,1279366.13,19,365564.74,17,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,POMFRET,416408.78,12,0.0,0,0.0,0,383035.55,13,158531.71,11,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,PROCTOR,1754175.56,14,282172.55,11,0.0,0,2117152.18,13,334344.05,11,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,PUTNEY,15909274.36,53,916085.79,46,84147.16666666669,14,14115144.88,55,1088658.31,48,89244.33333333333,16,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,RANDOLPH,38999228.94,102,6924619.41,89,136683.66666666666,25,41060611.68,104,6821438.45,91,140241.3333333333,32,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,READSBORO,434502.34,10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,RICHFORD,15388225.2,25,939372.95,20,0.0,0,16131426.35,26,860940.07,21,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,RICHMOND,25322869.06,56,8366052.0,50,179689.0000000001,10,22186212.32,63,7607758.04,56,521164.3333333333,17,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,ROCHESTER,5339041.74,25,1096994.48,24,0.0,0,5807652.73,25,1023366.66,22,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,RUTLAND,110252301.41,326,38080531.52,296,1841588.333333334,81,111691298.02,346,37316307.58,320,1918866.3333333337,88,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,SHAFTSBURY,25906620.65,27,2083038.16,21,0.0,0,27289472.46,28,1911104.23,21,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,ST ALBANS,188902136.89,151,23943503.51,137,1409766.166666666,29,180464877.73,146,19848651.53,138,875872.5000000001,35,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,STARKSBORO,697561.93,14,253173.27,11,0.0,0,790164.49,15,340460.85,11,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,SWANTON,43482477.86,90,7410640.61,76,84340.33333333339,15,50871323.09,86,11366356.03,78,82047.1666666667,18,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,UNDERHILL,6391436.26,29,985868.78,27,0.0,0,8586498.18,30,949916.52,28,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,WAITSFIELD,30775302.58,102,9889522.15,91,171801.16666666674,14,30815784.88,108,10546390.42,95,231293.83333333363,18,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,WATERFORD,4442099.13,14,556131.91,13,0.0,0,4033035.71,17,487650.81,15,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,WEATHERSFIELD,5911736.92,38,1236377.62,36,196067.16666666674,10,5897357.32,42,1238458.94,39,233492.83333333337,12,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,WESTFIELD,1647497.81,12,254714.98,10,0.0,0,1472374.42,12,297553.9,11,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,WESTMINSTER,8217777.13,32,1759928.34,29,149895.49999999997,11,7037868.86,33,1574389.11,30,134334.16666666677,12,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,WESTON,0.0,0,0.0,0,0.0,0,3310607.74,10,0.0,0,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,WHITINGHAM,1631613.49,28,484279.69,25,0.0,0,1664672.65,27,426600.87,25,39622.99999999999,10,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,WILMINGTON,14896615.54,57,6753121.45,53,31940.833333333332,11,14847532.06,62,6681858.19,59,0.0,0,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,WINDSOR,9840158.83,55,2955186.19,50,141630.8333333333,23,9236901.12,56,2889519.06,50,134902.6666666666,23,Final,Quarterly
Sales and Use,2019,Sep,9,2019-09-30,WINHALL,2829066.01,19,1919793.53,15,0.0,0,2527711.1,18,1585641.14,16,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,ARLINGTON,43227259.22,39,1466116.68,37,0.0,0,37042046.84,43,1534053.73,41,98006.99999999994,10,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,BARRE,145231791.98,255,33614487.23,233,1087366.3333333342,56,139214808.75,261,32442983.27,237,1038793.4999999997,64,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,BERLIN,58311567.0,67,20776150.76,65,307365.83333333343,32,67324807.29,73,20713939.65,71,321245.6666666669,32,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,BRIDPORT,4468411.4,14,928731.25,12,0.0,0,5028430.44,14,1068655.29,12,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,BRISTOL,15881197.44,84,4212049.2,74,196261.16666666672,11,15418414.72,78,4342359.79,72,190980.16666666663,15,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,BROOKFIELD,12100478.35,11,0.0,0,0.0,0,15649333.83,10,0.0,0,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,CASTLETON,14357612.65,61,4429813.2,56,47430.666666666635,10,15294560.95,59,4429597.27,55,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,COLCHESTER,416242830.57,238,93730158.89,208,2880509.9999999963,57,420703722.65,252,86583828.03,219,2361130.5,66,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,CORINTH,1208486.47,11,461420.16,10,0.0,0,1220112.5,12,453545.77,11,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,COVENTRY,0.0,0,0.0,0,0.0,0,2277346.35,10,0.0,0,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,DERBY,70220774.84,88,23606470.85,80,327488.0000000001,39,69330027.64,93,23512525.12,85,288827.3333333334,43,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,ENOSBURG,18024335.97,68,5190158.57,61,161889.16666666698,14,19645931.63,63,4854280.26,58,77724.83333333334,14,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,FAIR HAVEN,17621930.82,51,3665980.91,48,0.0,0,19201068.17,52,3804770.75,48,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,FAIRFAX,11098857.18,48,3714286.6,46,0.0,0,11648464.35,50,3610171.11,44,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,FAIRLEE,11086297.34,30,1548127.47,26,0.0,0,10686901.42,29,1376760.88,25,45090.1666666667,12,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,FERRISBURGH,6188447.82,33,1895642.36,28,0.0,0,6080236.9,34,2075557.01,28,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,FRANKLIN,0.0,0,0.0,0,0.0,0,1665910.44,10,399087.35,10,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,GREENSBORO,2559319.47,18,1775002.56,17,0.0,0,2709422.94,20,1732035.22,19,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,GROTON,1989298.51,12,0.0,0,0.0,0,2290304.21,16,1129605.13,13,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,HARDWICK,25114683.78,62,4358801.1,57,22846.999999999964,12,26214807.08,65,4255689.07,61,25299.33333333334,13,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,JERICHO,8374407.39,54,2558895.33,49,52655.16666666667,11,9414613.08,53,2482210.0,48,38984.166666666635,10,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,JOHNSON,27638097.98,39,7271098.96,36,0.0,0,28217076.25,43,6910691.35,38,344816.9999999997,12,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,LINCOLN,826613.11,12,0.0,0,0.0,0,758540.23,14,257301.45,12,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,LYNDON,33311838.22,101,9302475.07,87,159536.83333333343,31,30753104.14,95,8725745.95,84,151119.49999999997,30,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,MILTON,53465976.48,143,11461696.51,127,1844580.1666666665,27,51069423.18,142,10747620.57,130,2194649.6666666702,35,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,MONKTON,1273633.35,14,113134.7,12,0.0,0,1005669.95,12,156558.7,10,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,MORETOWN,1915237.77,24,467384.67,20,0.0,0,2071596.74,21,569566.96,17,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,MOUNT HOLLY,1325039.32,12,372564.69,11,0.0,0,1551934.5,13,335571.35,12,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,NEWBURY,9920963.64,30,822894.43,25,0.0,0,10262298.59,28,871088.64,24,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,NEWFANE,2407022.11,19,1687201.68,18,0.0,0,2403558.88,17,1711649.27,17,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,NORTH HERO,1031081.75,17,240590.6,15,0.0,0,1184155.75,17,291582.97,14,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,PITTSFIELD,4491027.41,10,1312061.31,10,0.0,0,0.0,0,0.0,0,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,PLAINFIELD,1231554.7,18,346116.63,14,0.0,0,1361539.15,19,276209.54,17,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,PUTNEY,16261508.36,58,924972.72,51,91508.66666666667,13,15233612.27,59,1381547.15,52,170515.9999999999,14,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,READING,327218.14,14,157899.55,13,0.0,0,302395.25,12,133893.66,12,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,READSBORO,0.0,0,0.0,0,0.0,0,438056.07,10,0.0,0,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,RICHFORD,18499078.93,28,897312.49,24,0.0,0,18996286.71,27,886370.82,23,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,RICHMOND,32876059.8,65,7673518.68,58,265189.8333333333,12,32719230.35,63,7188112.38,57,268553.33333333343,14,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,ROYALTON,19131479.2,39,3857410.06,34,0.0,0,17009420.88,37,3626733.37,36,18436.666666666628,11,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,RUTLAND TOWN,75517745.43,75,34276029.11,73,2059641.999999996,27,76074342.77,80,34170341.08,78,3107685.9999999963,29,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,SHAFTSBURY,15577651.14,25,1596773.76,19,0.0,0,21431443.91,24,1617258.38,19,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,SHARON,1351792.91,11,426283.75,10,0.0,0,930904.95,12,358203.57,11,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,SHELBURNE,67923704.01,146,18118496.53,137,180474.50000000003,23,72884414.69,151,18651995.2,141,654797.8333333333,25,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,SHELDON,0.0,0,0.0,0,0.0,0,8523986.46,10,0.0,0,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,SOUTH BURLINGTON,1435851965.46,459,91711460.68,414,4385145.000000001,175,516496970.22,468,96199159.54,416,4618314.499999999,193,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,SPRINGFIELD,36926459.02,124,14108322.95,115,474775.0,35,37556574.95,127,15610812.65,119,1410628.5000000002,35,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,ST ALBANS,172862278.06,145,21316773.7,133,676029.5000000003,33,174762828.99,147,21765475.78,139,968207.6666666663,39,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,SWANTON,42979806.84,90,5854766.33,77,126721.6666666667,14,42930516.79,92,5800069.02,84,80513.3333333334,17,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,TOWNSHEND,3603531.12,20,682442.16,20,0.0,0,3684519.31,17,667150.59,17,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,TROY,8833949.27,26,891537.88,21,0.0,0,8781094.23,24,845692.71,20,244143.33333333366,10,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,UNDERHILL,7600057.3,31,860666.86,27,0.0,0,7756663.17,33,941309.29,31,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,VERGENNES,22517511.41,72,3907892.86,65,433363.1666666667,16,39224575.22,69,4417917.73,62,1141488.000000001,16,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,WAITSFIELD,37532144.14,111,10373815.3,98,144746.33333333334,17,37236850.96,110,10580356.12,98,295849.33333333296,16,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,WALLINGFORD,2430059.38,20,1036247.88,18,0.0,0,2457286.18,21,996739.45,19,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,WARREN,14872909.27,52,6583387.32,47,0.0,0,13603026.52,53,7067989.52,45,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,WEATHERSFIELD,4649012.6,38,999264.49,35,119770.49999999994,11,4786137.95,36,1057049.77,33,139319.6666666666,12,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,WEST WINDSOR,582319.66,11,0.0,0,0.0,0,482798.6,11,0.0,0,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,WESTFORD,3616088.35,25,202058.66,20,0.0,0,3292262.67,26,301402.67,21,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,WESTMINSTER,12141639.26,38,1732392.93,33,140398.99999999988,11,9176266.23,30,1722002.38,28,77073.33333333328,12,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,WILLIAMSTOWN,5038693.29,33,1302966.07,31,0.0,0,5054316.1,31,1169393.92,27,0.0,0,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,WOODSTOCK,25041449.83,106,7101668.16,97,604060.1666666673,31,25961047.05,111,7251929.25,104,475223.8333333336,28,Final,Quarterly
Sales and Use,2019,Dec,12,2019-12-31,WORCESTER,553136.13,10,0.0,0,0.0,0,613074.55,10,313869.12,10,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,BARTON,36329844.14,55,4879406.54,46,98534.8333333333,15,52765154.99,52,4169728.86,45,324777.666666667,15,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,BRANDON,22999376.24,82,4082776.28,74,390337.83333333366,12,28083607.33,85,3706422.8,79,357198.3333333336,11,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,BRIDPORT,3357364.07,18,1010415.17,15,0.0,0,3938961.9,15,1061510.8,13,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,BRIGHTON,2101718.95,17,1073195.18,13,0.0,0,1885426.05,18,916078.72,15,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,BROOKFIELD,0.0,0,0.0,0,0.0,0,12260110.38,10,0.0,0,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,BROWNINGTON,267321.34,11,56958.06,11,0.0,0,381632.4,10,0.0,0,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,CABOT,215922579.29,17,672718.34,13,0.0,0,232836398.77,20,728109.91,16,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,CALAIS,0.0,0,0.0,0,0.0,0,477129.19,14,130325.4,13,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,CASTLETON,15726479.68,55,5580683.03,49,0.0,0,17139668.24,64,5967321.53,60,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,CAVENDISH,1603710.77,14,354658.51,13,0.0,0,1454991.73,14,274310.06,13,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,CHARLESTON,641027.79,12,375426.42,11,0.0,0,452883.79,11,0.0,0,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,CHELSEA,1869469.71,14,297939.94,14,0.0,0,2328682.02,20,295903.03,20,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,COVENTRY,1680753.23,10,883122.03,10,0.0,0,2006118.32,10,851716.69,10,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,DANBY,2656332.3,13,792911.26,11,0.0,0,2547604.43,13,434060.99,12,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,DERBY,63240932.31,79,24660611.61,71,227317.3333333335,35,67543207.28,91,22299482.85,81,346055.8333333334,38,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,DOVER,3006876.42,36,998306.84,31,0.0,0,7154126.74,38,5634257.81,34,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,DUXBURY,0.0,0,0.0,0,0.0,0,549583.21,12,257208.71,12,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,FAIR HAVEN,17123553.52,48,4419698.96,47,0.0,0,17014567.49,51,3895998.62,48,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,FAIRLEE,12796362.09,29,2094992.01,28,58091.666666666606,10,12302180.89,30,1782901.75,26,122069.5,10,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,GLOVER,0.0,0,0.0,0,0.0,0,296172.84,10,192448.1,10,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,HARDWICK,23674609.98,57,4559849.3,53,22955.833333333325,12,25366795.48,62,4239169.22,57,65437.166666666664,14,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,HARTLAND,3423940.89,36,1605303.03,32,57408.99999999997,10,4796386.56,41,1859479.06,34,76172.16666666667,13,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,HINESBURG,15947781.43,59,4882836.91,45,0.0,0,21731068.62,68,4260033.66,56,96445.33333333336,15,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,JAMAICA,2755915.63,16,785373.04,15,0.0,0,2976417.34,20,697397.39,19,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,MARSHFIELD,2679669.08,12,0.0,0,0.0,0,2803184.5,13,0.0,0,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,MIDDLESEX,8325264.76,28,273261.17,24,0.0,0,18842790.66,30,472789.01,27,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,MIDDLETOWN SPRINGS,0.0,0,0.0,0,0.0,0,1000268.47,10,0.0,0,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,MONTGOMERY,1648804.42,19,754541.76,18,0.0,0,2193929.63,21,609439.82,20,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,MOUNT HOLLY,0.0,0,0.0,0,0.0,0,1215096.17,12,346153.12,10,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,NORTH HERO,1465175.46,19,447862.04,17,0.0,0,1592048.46,19,455570.23,17,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,ORWELL,3838931.81,16,756414.23,16,0.0,0,4033934.15,17,812475.66,17,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,POMFRET,333149.82,12,0.0,0,0.0,0,356551.46,11,0.0,0,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,POULTNEY,12901530.36,44,3643571.23,38,0.0,0,12141800.19,49,2281157.29,45,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,READING,0.0,0,0.0,0,0.0,0,441780.68,11,242223.0,11,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,ROCKINGHAM,18492188.06,71,2406948.82,60,150453.0000000001,19,23562710.35,84,3268486.78,74,231487.6666666667,22,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,SHREWSBURY,357706.37,14,274224.68,14,0.0,0,340996.38,13,278743.09,13,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,SOUTH BURLINGTON,275530391.38,411,64673883.79,366,4190399.5000000014,150,369952418.23,446,84757996.98,403,4082629.833333334,176,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,SPRINGFIELD,32948261.33,113,14055958.17,102,326782.16666666704,37,34262613.51,124,14252865.91,113,343896.66666666634,33,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,STOWE,27132868.23,150,10764934.02,144,540009.0000000003,33,35058321.89,173,13951021.63,161,1093516.8333333342,41,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,THETFORD,4014366.31,33,1775263.98,28,20691.000000000004,11,4941050.14,38,2131509.19,34,36097.666666666664,14,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,TOWNSHEND,3462945.56,17,817464.79,17,0.0,0,3670276.47,17,763351.73,17,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,WALLINGFORD,2460261.5,16,1093338.76,14,0.0,0,2513692.71,21,1047914.11,19,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,WATERFORD,3394152.05,12,565400.3,11,0.0,0,2445027.76,17,496128.18,15,0.0,0,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,WEATHERSFIELD,3986049.51,33,1070586.82,29,84332.49999999997,10,4808542.05,34,1088056.45,30,135704.83333333343,13,Final,Quarterly
Sales and Use,2020,Jun,6,2020-06-30,WESTMINSTER,11299528.53,29,1949705.05,26,137042.99999999997,10,13897514.61,33,1852942.44,30,148117.0,11,Final,Quarterly
